EXP,Year,Loc,Range,Row,Plot,REP,Nitro,Weed,HYB,Code,STC,PDT,HDT,FDT,FDS,RTA,SDI,PHT,EHT,GWT,MST,TWT,YIELD
REPLICATED TRIAL,2018,Macomb,1,33,11202,1,N2,WMINUS,PHHB9*PHR63,UIUC2,24,6/7/2018,11/21/2018,1.886666667,1.684166667,85.48166667,112.8333333,205,85,7.36179816,20.8,58.5,130.0172963
REPLICATED TRIAL,2018,Macomb,1,37,11201,1,N2,WMINUS,PHHB9*PHM49,UIUC1,22,6/7/2018,11/21/2018,1.903333333,1.741666667,85.375,111.25,215,84,6.38203944,21,57.2,114.9842761
REPLICATED TRIAL,2018,Macomb,1,41,11209,1,N2,WMINUS,461.2B24,ORG2,28,6/7/2018,11/21/2018,1.9,1.74,91.56416667,110.8333333,213,80,4.9668324,20.2,53.1,97.3723799
REPLICATED TRIAL,2018,Macomb,2,5,12204,1,N2,WPLUS,PHHB9*PHZ51,UIUC4,10,6/7/2018,11/20/2018,1.923333333,1.7025,74.60583333,76.66666667,258,125,5.37052928,17.4,56,103.3372781
REPLICATED TRIAL,2018,Macomb,2,9,12203,1,N2,WPLUS,PHHB9*PHW30,UIUC3,29,6/7/2018,11/20/2018,1.836666667,1.68,91.905,122.8333333,251,95,7.02160416,18.7,56.5,131.8033199
REPLICATED TRIAL,2018,Macomb,2,13,12210,1,N2,WPLUS,17.461,ORG1,23,6/7/2018,11/20/2018,1.913333333,1.718333333,73.16333333,112.75,220,101,6.15524344,19.1,50.5,128.6323745
REPLICATED TRIAL,2018,Macomb,2,17,12207,1,N2,WPLUS,PHW52*LH185,UIUC7,29,6/7/2018,11/20/2018,1.866666667,1.684166667,89.31,98.75,211,83,5.4884632,21.3,53.2,105.9160475
REPLICATED TRIAL,2018,Macomb,2,21,12206,1,N2,WPLUS,PHP38*Q381,UIUC6,31,6/7/2018,11/20/2018,1.916666667,1.705,85.435,88.33333333,207,87,5.66082816,17.1,55.5,110.3035343
REPLICATED TRIAL,2018,Macomb,2,25,12205,1,N2,WPLUS,PHHB9*Q381,UIUC5,30,6/7/2018,11/20/2018,1.923333333,1.765833333,88.28333333,122.8333333,215,82,3.30668568,17.5,54.8,64.94028852
REPLICATED TRIAL,2018,Macomb,2,29,12208,1,N2,WPLUS,PHW52*Q381,UIUC8,33,6/7/2018,11/21/2018,1.913333333,1.715833333,75.24333333,88.16666667,197,76,3.10256928,16.3,52.6,64.4034468
REPLICATED TRIAL,2018,Macomb,2,33,12202,1,N2,WPLUS,PHHB9*PHR63,UIUC2,28,6/7/2018,11/21/2018,1.925,1.74625,97.4575,92,215,77,5.73340288,21.4,58.7,100.1485842
REPLICATED TRIAL,2018,Macomb,2,37,12201,1,N2,WPLUS,PHHB9*PHM49,UIUC1,29,6/7/2018,11/21/2018,1.91,1.723333333,78.04666667,107.5833333,219,85,6.010094,21.1,57.3,107.9571858
REPLICATED TRIAL,2018,Macomb,2,41,12209,1,N2,WPLUS,461.2B24,ORG2,3,6/7/2018,11/21/2018,1.88,1.741666667,66.60333333,101.5833333,222,94,4.36355504,19.3,54.6,84.13355875
REPLICATED TRIAL,2018,Macomb,3,5,12109,1,N1,WPLUS,461.2B24,ORG2,5,6/7/2018,11/20/2018,1.92,1.724166667,63.0975,80.58333333,235,97,3.30668568,19.2,54.5,63.95222843
REPLICATED TRIAL,2018,Macomb,3,9,12104,1,N1,WPLUS,PHHB9*PHZ51,UIUC4,26,6/7/2018,11/20/2018,1.856666667,1.7225,70.89916667,100.1666667,252,85,8.04218616,18.1,57.4,149.6904315
REPLICATED TRIAL,2018,Macomb,3,13,12110,1,N1,WPLUS,17.461,ORG1,34,6/7/2018,11/20/2018,1.923333333,1.7675,70.11,96.41666667,215,89,5.6699,17,51.6,118.9739003
REPLICATED TRIAL,2018,Macomb,3,17,12107,1,N1,WPLUS,PHW52*LH185,UIUC7,26,6/7/2018,11/20/2018,1.886666667,1.708333333,87.95083333,91.16666667,215,88,4.02789696,21.6,50,82.3895858
REPLICATED TRIAL,2018,Macomb,3,21,12106,1,N1,WPLUS,PHP38*Q381,UIUC6,18,6/7/2018,11/20/2018,1.883333333,1.715,85.5,118.3333333,199,82,6.28678512,18.4,55.8,119.9312846
REPLICATED TRIAL,2018,Macomb,3,25,12102,1,N1,WPLUS,PHHB9*PHR63,UIUC2,23,6/7/2018,11/20/2018,1.906666667,1.749166667,66.48944444,89.16666667,218,87,7.38447776,22.1,54.6,137.4397989
REPLICATED TRIAL,2018,Macomb,3,29,12105,1,N1,WPLUS,PHHB9*Q381,UIUC5,28,6/7/2018,11/21/2018,1.896666667,1.695833333,72.61083333,102.8333333,190,62,5.48392728,17,54.9,108.1546868
REPLICATED TRIAL,2018,Macomb,3,33,12101,1,N1,WPLUS,PHHB9*PHM49,UIUC1,25,6/7/2018,11/21/2018,1.893333333,1.756666667,87.43583333,107.4166667,200,82,5.50207096,20.9,55.2,102.8517065
REPLICATED TRIAL,2018,Macomb,3,37,12103,1,N1,WPLUS,PHHB9*PHW30,UIUC3,31,6/7/2018,11/21/2018,1.885,1.715,89.76125,111,230,88,6.22781816,17,57.7,116.8654436
REPLICATED TRIAL,2018,Macomb,3,41,12108,1,N1,WPLUS,PHW52*Q381,UIUC8,27,6/7/2018,11/21/2018,1.893333333,1.715833333,74.82,101.0833333,200,77,2.20899304,15.6,56.1,43.35326815
REPLICATED TRIAL,2018,Macomb,4,5,11109,1,N1,WMINUS,461.2B24,ORG2,10,6/7/2018,11/20/2018,1.913333333,1.7025,71.55166667,79.41666667,225,103,2.82587816,19.3,54.5,54.58563596
REPLICATED TRIAL,2018,Macomb,4,9,11104,1,N1,WMINUS,PHHB9*PHZ51,UIUC4,24,6/7/2018,11/20/2018,1.88,1.708333333,88.33833333,138.4166667,258,90,6.8492392,17.4,55.7,132.499761
REPLICATED TRIAL,2018,Macomb,4,13,11110,1,N1,WMINUS,17.461,ORG1,32,6/7/2018,11/20/2018,1.923333333,1.745,83.81916667,90.25,220,100,6.38657536,16.9,52.8,131.1242604
REPLICATED TRIAL,2018,Macomb,4,17,11107,1,N1,WMINUS,PHW52*LH185,UIUC7,30,6/7/2018,11/20/2018,1.893333333,1.716666667,75.09083333,102,215,70,5.00311976,23.1,50,100.3795266
REPLICATED TRIAL,2018,Macomb,4,21,11106,1,N1,WMINUS,PHP38*Q381,UIUC6,29,6/7/2018,11/20/2018,1.88,1.710833333,86.74166667,113.9166667,195,70,5.94659112,18.1,56.8,111.8540087
REPLICATED TRIAL,2018,Macomb,4,25,11102,1,N1,WMINUS,PHHB9*PHR63,UIUC2,29,6/7/2018,11/20/2018,1.906666667,1.73,77.64333333,127.3333333,215,85,6.72676936,21.6,51.7,133.0699415
REPLICATED TRIAL,2018,Macomb,4,29,11105,1,N1,WMINUS,PHHB9*Q381,UIUC5,31,6/7/2018,11/21/2018,1.886666667,1.706666667,82.33333333,109.5,195,85,5.04847896,17.1,54.9,99.44676173
REPLICATED TRIAL,2018,Macomb,4,33,11101,1,N1,WMINUS,PHHB9*PHM49,UIUC1,27,6/7/2018,11/21/2018,1.91,1.706666667,68.7325,96.33333333,205,70,6.14163568,22.3,54.6,114.0145653
REPLICATED TRIAL,2018,Macomb,4,37,11103,1,N1,WMINUS,PHHB9*PHW30,UIUC3,26,6/7/2018,11/21/2018,1.88,1.741666667,76.9875,118.3333333,235,92,6.15070752,17.3,57,116.4135783
REPLICATED TRIAL,2018,Macomb,4,41,11108,1,N1,WMINUS,PHW52*Q381,UIUC8,29,6/7/2018,11/21/2018,1.91,1.706666667,71.80916667,91.33333333,198,63,2.87577328,16.9,54.4,57.30660459
REPLICATED TRIAL,2018,Macomb,5,5,11305,1,N3,WMINUS,PHHB9*Q381,UIUC5,6,6/7/2018,11/20/2018,1.906666667,1.7325,56.07166667,99.08333333,215,81,3.68770296,17.9,56,70.52757819
REPLICATED TRIAL,2018,Macomb,5,9,11306,1,N3,WMINUS,PHP38*Q381,UIUC6,14,6/7/2018,11/20/2018,1.886666667,1.7175,70.3525,102.25,210,89,5.4884632,17.1,50,118.7088757
REPLICATED TRIAL,2018,Macomb,5,13,11303,1,N3,WMINUS,PHHB9*PHW30,UIUC3,29,6/7/2018,11/20/2018,1.89,1.758333333,85.84416667,116.8333333,245,90,7.46612432,18,53,150.6888467
REPLICATED TRIAL,2018,Macomb,5,17,11308,1,N3,WMINUS,PHW52*Q381,UIUC8,23,6/7/2018,11/20/2018,1.893333333,1.716666667,72.88416667,90.66666667,215,72,4.1503668,18.1,53.3,83.19382306
REPLICATED TRIAL,2018,Macomb,5,21,11301,1,N3,WMINUS,PHHB9*PHM49,UIUC1,30,6/7/2018,11/20/2018,1.876666667,1.73,85.97166667,111.4166667,215,79,8.88586728,21.2,57.8,158.0323908
REPLICATED TRIAL,2018,Macomb,5,25,11302,1,N3,WMINUS,PHHB9*PHR63,UIUC2,26,6/7/2018,11/20/2018,1.923333333,1.754166667,107.1233333,138.4166667,227,91,7.90610856,21,51.5,158.2087666
REPLICATED TRIAL,2018,Macomb,5,29,11310,1,N3,WMINUS,17.461,ORG1,28,6/7/2018,11/21/2018,1.92,1.75,81.07083333,107.25,224,105,7.13046624,17.3,52.3,147.0854311
REPLICATED TRIAL,2018,Macomb,5,33,11307,1,N3,WMINUS,PHW52*LH185,UIUC7,24,6/7/2018,11/21/2018,1.916666667,1.700833333,76.4975,87.5,228,85,6.13256384,18.7,55.3,117.6130199
REPLICATED TRIAL,2018,Macomb,5,37,11304,1,N3,WMINUS,PHHB9*PHZ51,UIUC4,25,6/7/2018,11/21/2018,1.87,1.745,98.21125,130.25,247,96,6.5317248,17,56.5,125.1714929
REPLICATED TRIAL,2018,Macomb,5,41,11309,1,N3,WMINUS,461.2B24,ORG2,25,6/7/2018,11/21/2018,1.886666667,1.7325,95.8475,124.4166667,225,96,4.65838984,19.4,55.9,87.62075134
REPLICATED TRIAL,2018,Macomb,6,5,12305,1,N3,WPLUS,PHHB9*Q381,UIUC5,6,6/7/2018,11/20/2018,1.906666667,1.713333333,66.50583333,83.41666667,206,76,4.20933376,20.4,54.3,80.49603888
REPLICATED TRIAL,2018,Macomb,6,9,12306,1,N3,WPLUS,PHP38*Q381,UIUC6,8,6/7/2018,11/20/2018,1.88,1.709166667,84.5375,101.5,201,90,4.5812792,17.2,53.4,92.66671099
REPLICATED TRIAL,2018,Macomb,6,13,12303,1,N3,WPLUS,PHHB9*PHW30,UIUC3,28,6/7/2018,11/20/2018,1.87,1.704166667,79.13083333,113.6666667,246,88,8.06032984,19,55.4,153.7361417
REPLICATED TRIAL,2018,Macomb,6,17,12308,1,N3,WPLUS,PHW52*Q381,UIUC8,31,6/7/2018,11/20/2018,1.893333333,1.7425,68.68833333,96,220,77,4.71282088,18.1,55,91.54825175
REPLICATED TRIAL,2018,Macomb,6,21,12301,1,N3,WPLUS,PHHB9*PHM49,UIUC1,26,6/7/2018,11/20/2018,1.873333333,1.674166667,89.19583333,112.1666667,225,85,9.412034,21.3,57.5,168.04991
REPLICATED TRIAL,2018,Macomb,6,25,12302,1,N3,WPLUS,PHHB9*PHR63,UIUC2,26,6/7/2018,11/20/2018,1.91,1.753333333,59.83083333,159.3333333,217,95,8.69535864,22.2,55.7,158.4381673
REPLICATED TRIAL,2018,Macomb,6,29,12310,1,N3,WPLUS,17.461,ORG1,33,6/7/2018,11/21/2018,1.926666667,1.7275,81.58333333,99.5,210,89,6.84016736,16.4,54.2,137.6326994
REPLICATED TRIAL,2018,Macomb,6,33,12307,1,N3,WPLUS,PHW52*LH185,UIUC7,30,6/7/2018,11/21/2018,1.9,1.74,73.51416667,93.08333333,214,70,6.51811704,19.7,52.6,129.8075236
REPLICATED TRIAL,2018,Macomb,6,37,12304,1,N3,WPLUS,PHHB9*PHZ51,UIUC4,27,6/7/2018,11/21/2018,1.846666667,1.689166667,91.73916667,114.6666667,250,95,7.5296272,16.9,57.7,141.464215
REPLICATED TRIAL,2018,Macomb,6,41,12309,1,N3,WPLUS,461.2B24,ORG2,26,6/7/2018,11/21/2018,1.926666667,1.74,79.03083333,98.91666667,211,91,5.4657836,20,53.2,107.2207145
REPLICATED TRIAL,2018,Macomb,7,5,21110,2,N1,WMINUS,17.461,ORG1,17,6/7/2018,11/20/2018,1.92,1.708333333,61.20666667,81.16666667,220,114,5.00311976,18.7,53.9,98.44430295
REPLICATED TRIAL,2018,Macomb,7,9,21105,2,N1,WMINUS,PHHB9*Q381,UIUC5,18,6/7/2018,11/20/2018,1.883333333,1.743333333,69.87583333,104.75,194,65,4.16397456,18.1,53.5,83.15456506
REPLICATED TRIAL,2018,Macomb,7,13,21101,2,N1,WMINUS,PHHB9*PHM49,UIUC1,29,6/7/2018,11/20/2018,1.915,1.71625,73.4575,113,215,87,7.36633408,21.7,53.9,139.5957888
REPLICATED TRIAL,2018,Macomb,7,17,21109,2,N1,WMINUS,461.2B24,ORG2,31,6/7/2018,11/20/2018,1.886666667,1.725,82.74916667,105.5833333,220,95,4.52684816,20.7,51,91.82202112
REPLICATED TRIAL,2018,Macomb,7,21,21103,2,N1,WMINUS,PHHB9*PHW30,UIUC3,25,6/7/2018,11/20/2018,1.873333333,1.7475,75.37916667,110.6666667,245,93,8.67721496,19.2,57.7,158.5126086
REPLICATED TRIAL,2018,Macomb,7,25,21104,2,N1,WMINUS,PHHB9*PHZ51,UIUC4,28,6/7/2018,11/20/2018,1.883333333,1.735833333,83.71833333,107.3333333,257,92,6.51811704,17.8,56.2,124.3671166
REPLICATED TRIAL,2018,Macomb,7,29,21102,2,N1,WMINUS,PHHB9*PHR63,UIUC2,28,6/7/2018,11/21/2018,1.87,1.696666667,66.74583333,104.5833333,225,80,7.11685848,21.5,52.2,139.6160647
REPLICATED TRIAL,2018,Macomb,7,33,21107,2,N1,WMINUS,PHW52*LH185,UIUC7,26,6/7/2018,11/21/2018,1.926666667,1.701666667,80.73583333,74.25,204,81,4.6266384,20.3,54.2,88.75084609
REPLICATED TRIAL,2018,Macomb,7,37,21106,2,N1,WMINUS,PHP38*Q381,UIUC6,24,6/7/2018,11/21/2018,1.863333333,1.711666667,80.55833333,99.08333333,211,78,5.83772904,17.4,55.4,113.5434601
REPLICATED TRIAL,2018,Macomb,7,41,21108,2,N1,WMINUS,PHW52*Q381,UIUC8,19,6/7/2018,11/21/2018,1.903333333,1.734166667,69.93583333,89,186,68,4.48602488,17.7,55.5,86.77935924
REPLICATED TRIAL,2018,Macomb,8,5,22110,2,N1,WPLUS,17.461,ORG1,5,6/7/2018,11/20/2018,1.926666667,1.710833333,45.0175,68.41666667,242,127,4.88064992,17,53.3,99.14628596
REPLICATED TRIAL,2018,Macomb,8,9,22105,2,N1,WPLUS,PHHB9*Q381,UIUC5,8,6/7/2018,11/20/2018,1.846666667,1.695,77.63583333,106.6666667,211,72,6.06906096,17.8,54.3,119.8509268
REPLICATED TRIAL,2018,Macomb,8,13,22101,2,N1,WPLUS,PHHB9*PHM49,UIUC1,28,6/7/2018,11/20/2018,1.883333333,1.711666667,81.66916667,117.5833333,225,86,7.76549504,21.7,51.5,154.0180387
REPLICATED TRIAL,2018,Macomb,8,17,22109,2,N1,WPLUS,461.2B24,ORG2,21,6/7/2018,11/20/2018,1.896666667,1.7425,75.89083333,98.83333333,209,95,4.0142892,19.8,51.3,81.8678847
REPLICATED TRIAL,2018,Macomb,8,21,22103,2,N1,WPLUS,PHHB9*PHW30,UIUC3,17,6/7/2018,11/20/2018,1.876666667,1.744166667,90.42583333,105.8333333,239,85,7.54777088,19.3,58,136.9973475
REPLICATED TRIAL,2018,Macomb,8,25,22104,2,N1,WPLUS,PHHB9*PHZ51,UIUC4,28,6/7/2018,11/20/2018,1.923333333,1.74,102.0725,110.6666667,252,90,6.43193456,18,56.6,121.5589521
REPLICATED TRIAL,2018,Macomb,8,29,22102,2,N1,WPLUS,PHHB9*PHR63,UIUC2,31,6/7/2018,11/21/2018,1.906666667,1.7325,74.24583333,106.0833333,226,88,7.5749864,21.5,51.4,150.9163539
REPLICATED TRIAL,2018,Macomb,8,33,22107,2,N1,WPLUS,PHW52*LH185,UIUC7,22,6/7/2018,11/21/2018,1.903333333,1.698333333,74.40666667,97.5,216,85,3.9008912,19.2,53,77.57954672
REPLICATED TRIAL,2018,Macomb,8,37,22106,2,N1,WPLUS,PHP38*Q381,UIUC6,30,6/7/2018,11/21/2018,1.896666667,1.735,69.15666667,108,210,82,6.2142104,17.9,56.5,117.7954653
REPLICATED TRIAL,2018,Macomb,8,41,22108,2,N1,WPLUS,PHW52*Q381,UIUC8,22,6/7/2018,11/21/2018,1.913333333,1.7075,82.1475,80.5,193,67,3.73759808,17.3,54.7,73.71547873
REPLICATED TRIAL,2018,Macomb,9,5,22301,2,N3,WPLUS,PHHB9*PHM49,UIUC1,8,6/7/2018,11/20/2018,1.903333333,1.724166667,69.1425,79.91666667,225,88,6.05998912,23.2,54.3,111.8101278
REPLICATED TRIAL,2018,Macomb,9,9,22309,2,N3,WPLUS,461.2B24,ORG2,10,6/7/2018,11/20/2018,1.883333333,1.720833333,89.87166667,113.1666667,228,115,3.95532224,21.3,52.3,77.64309231
REPLICATED TRIAL,2018,Macomb,9,13,22303,2,N3,WPLUS,PHHB9*PHW30,UIUC3,32,6/7/2018,11/20/2018,1.88,1.698333333,86.335,112.25,263,110,7.19850504,19,58.6,129.8008765
REPLICATED TRIAL,2018,Macomb,9,17,22306,2,N3,WPLUS,PHP38*Q381,UIUC6,23,6/7/2018,11/20/2018,1.9,1.755,74.86083333,113.5833333,234,93,5.20270024,18.7,53.5,103.1367583
REPLICATED TRIAL,2018,Macomb,9,21,22302,2,N3,WPLUS,PHHB9*PHR63,UIUC2,27,6/7/2018,11/20/2018,1.893333333,1.765,66.75166667,110.9166667,225,100,8.66814312,21.5,56.7,156.5527066
REPLICATED TRIAL,2018,Macomb,9,25,22304,2,N3,WPLUS,PHHB9*PHZ51,UIUC4,22,6/7/2018,11/20/2018,1.876666667,1.6975,79.22083333,140.6666667,274,94,7.86074936,18.7,54.3,153.5332963
REPLICATED TRIAL,2018,Macomb,9,29,22310,2,N3,WPLUS,17.461,ORG1,33,6/7/2018,11/21/2018,1.943333333,1.746666667,77.20333333,107.0833333,228,108,5.97834256,17.8,52.4,122.3402141
REPLICATED TRIAL,2018,Macomb,9,33,22308,2,N3,WPLUS,PHW52*Q381,UIUC8,13,6/7/2018,11/21/2018,1.876666667,1.686666667,87.8575,111.75,198,70,3.81470872,17.5,56.6,72.53486524
REPLICATED TRIAL,2018,Macomb,9,37,22307,2,N3,WPLUS,PHW52*LH185,UIUC7,29,6/7/2018,11/21/2018,1.88,1.719166667,84.26166667,99,223,66,8.24630256,18.4,55.8,157.3124642
REPLICATED TRIAL,2018,Macomb,9,41,22305,2,N3,WPLUS,PHHB9*Q381,UIUC5,24,6/7/2018,11/21/2018,1.92,1.743333333,52.835,96.58333333,212,83,5.84680088,17.8,55.8,112.3579564
REPLICATED TRIAL,2018,Macomb,10,5,21301,2,N3,WMINUS,PHHB9*PHM49,UIUC1,7,6/7/2018,11/20/2018,1.91,1.705,58.36333333,87.16666667,227,111,6.21874632,22.8,55.2,113.4563931
REPLICATED TRIAL,2018,Macomb,10,9,21309,2,N3,WMINUS,461.2B24,ORG2,33,6/7/2018,11/20/2018,1.886666667,1.728333333,79.7825,147.3333333,198,89,4.34541136,21.4,55.3,80.57052976
REPLICATED TRIAL,2018,Macomb,10,13,21303,2,N3,WMINUS,PHHB9*PHW30,UIUC3,15,6/7/2018,11/20/2018,1.85,1.7125,97.33166667,129,255,102,8.2326948,19.5,52.3,165.3042868
REPLICATED TRIAL,2018,Macomb,10,17,21306,2,N3,WMINUS,PHP38*Q381,UIUC6,23,6/7/2018,11/20/2018,1.87,1.705,86.63333333,109.3333333,227,83,4.73096456,18.3,51.3,98.28840675
REPLICATED TRIAL,2018,Macomb,10,21,21302,2,N3,WMINUS,PHHB9*PHR63,UIUC2,29,6/7/2018,11/20/2018,1.915,1.745,85.3725,123.125,228,85,8.08300944,22.3,56,146.3032544
REPLICATED TRIAL,2018,Macomb,10,25,21304,2,N3,WMINUS,PHHB9*PHZ51,UIUC4,2,6/7/2018,11/20/2018,1.886666667,1.715,96.5,132.3333333,254,92,7.83353384,18.4,55.3,150.789347
REPLICATED TRIAL,2018,Macomb,10,29,21310,2,N3,WMINUS,17.461,ORG1,23,6/7/2018,11/21/2018,1.916666667,1.740833333,76.46583333,110.9166667,225,122,6.84470328,17.2,51.7,143.0020716
REPLICATED TRIAL,2018,Macomb,10,33,21308,2,N3,WMINUS,PHW52*Q381,UIUC8,31,6/7/2018,11/21/2018,1.86,1.738333333,73.825,111.8333333,199,76,2.8576296,17,55.4,55.84987076
REPLICATED TRIAL,2018,Macomb,10,37,21307,2,N3,WMINUS,PHW52*LH185,UIUC7,27,6/7/2018,11/21/2018,1.873333333,1.713333333,91.56,101.3333333,231,86,7.68384848,18.5,54.5,149.8952283
REPLICATED TRIAL,2018,Macomb,10,41,21305,2,N3,WMINUS,PHHB9*Q381,UIUC5,24,6/7/2018,11/21/2018,1.873333333,1.6875,69.4,103.4166667,210,78,5.7606184,17.6,55.7,111.1703653
REPLICATED TRIAL,2018,Macomb,11,5,22208,2,N2,WPLUS,PHW52*Q381,UIUC8,17,6/7/2018,11/20/2018,1.895,1.71,86.92,82.375,207,71,2.56733072,16.7,54.9,50.81622315
REPLICATED TRIAL,2018,Macomb,11,9,22210,2,N2,WPLUS,17.461,ORG1,30,6/7/2018,11/20/2018,1.9,1.715,87.81833333,118.4166667,230,109,6.06906096,18.6,54.3,118.6844944
REPLICATED TRIAL,2018,Macomb,11,13,22205,2,N2,WPLUS,PHHB9*Q381,UIUC5,18,6/7/2018,11/20/2018,1.873333333,1.681666667,79.25333333,115.25,228,89,5.22084392,17.8,54.1,103.4816087
REPLICATED TRIAL,2018,Macomb,11,17,22206,2,N2,WPLUS,PHP38*Q381,UIUC6,22,6/7/2018,11/20/2018,1.893333333,1.736666667,83.77916667,111.3333333,226,90,5.16641288,18.5,52.7,104.2279061
REPLICATED TRIAL,2018,Macomb,11,21,22203,2,N2,WPLUS,PHHB9*PHW30,UIUC3,29,6/7/2018,11/20/2018,1.886666667,1.708333333,84.11583333,116.1666667,245,98,8.44134712,19.7,58.1,152.1945432
REPLICATED TRIAL,2018,Macomb,11,25,22201,2,N2,WPLUS,PHHB9*PHM49,UIUC1,29,6/7/2018,11/20/2018,1.896666667,1.719166667,62.57083333,101,225,87,7.5523068,21.7,55.2,139.7494855
REPLICATED TRIAL,2018,Macomb,11,29,22204,2,N2,WPLUS,PHHB9*PHZ51,UIUC4,20,6/7/2018,11/21/2018,1.85,1.695,80.765,109.9166667,253,102,7.0760352,17.1,55.6,137.6314333
REPLICATED TRIAL,2018,Macomb,11,33,22207,2,N2,WPLUS,PHW52*LH185,UIUC7,24,6/7/2018,11/21/2018,1.903333333,1.7275,95.48833333,103.3333333,212,81,5.0802304,21,54.4,96.24086321
REPLICATED TRIAL,2018,Macomb,11,37,22202,2,N2,WPLUS,PHHB9*PHR63,UIUC2,33,6/7/2018,11/21/2018,1.906666667,1.763333333,66.72416667,106.25,230,89,8.30980544,19.8,58.7,148.1068113
REPLICATED TRIAL,2018,Macomb,11,41,22209,2,N2,WPLUS,461.2B24,ORG2,26,6/7/2018,11/21/2018,1.903333333,1.695833333,113.8308333,95.08333333,235,119,4.59035104,19.9,53.3,89.99100769
REPLICATED TRIAL,2018,Macomb,12,5,21208,2,N2,WMINUS,PHW52*Q381,UIUC8,25,6/7/2018,11/20/2018,1.92,1.753333333,61.2975,73.25,191,91,4.10954352,18,54.6,80.51238702
REPLICATED TRIAL,2018,Macomb,12,9,21210,2,N2,WMINUS,17.461,ORG1,23,6/7/2018,11/20/2018,1.863333333,1.715,76.9375,108.9166667,230,109,6.09627648,17.8,53.1,123.1090161
REPLICATED TRIAL,2018,Macomb,12,13,21205,2,N2,WMINUS,PHHB9*Q381,UIUC5,31,6/7/2018,11/20/2018,1.86,1.73,78.9825,109.75,210,91,8.20094336,18.7,50.6,171.8904507
REPLICATED TRIAL,2018,Macomb,12,17,21206,2,N2,WMINUS,PHP38*Q381,UIUC6,28,6/7/2018,11/20/2018,1.91,1.729166667,72.97333333,96.66666667,206,76,5.35692152,18.9,50.2,112.8964615
REPLICATED TRIAL,2018,Macomb,12,21,21203,2,N2,WMINUS,PHHB9*PHW30,UIUC3,30,6/7/2018,11/20/2018,1.866666667,1.7175,103.9766667,126.9166667,253,104,7.72013584,19.4,59.5,136.4240465
REPLICATED TRIAL,2018,Macomb,12,25,21201,2,N2,WMINUS,PHHB9*PHM49,UIUC1,29,6/7/2018,11/20/2018,1.893333333,1.735,90.94666667,112.4166667,228,89,7.8471416,21.4,53.1,151.5260923
REPLICATED TRIAL,2018,Macomb,12,29,21204,2,N2,WMINUS,PHHB9*PHZ51,UIUC4,19,6/7/2018,11/21/2018,1.883333333,1.706666667,81.99833333,113.4166667,234,84,6.40925496,17.5,51.7,133.419363
REPLICATED TRIAL,2018,Macomb,12,33,21207,2,N2,WMINUS,PHW52*LH185,UIUC7,26,6/7/2018,11/21/2018,1.936666667,1.718333333,79.325,79.33333333,221,80,4.8307548,20.9,53.6,92.9982116
REPLICATED TRIAL,2018,Macomb,12,37,21202,2,N2,WMINUS,PHHB9*PHR63,UIUC2,24,6/7/2018,11/21/2018,1.88,1.748333333,79.9675,132.9166667,225,76,7.5069476,20.6,55.9,139.0977125
REPLICATED TRIAL,2018,Macomb,12,41,21209,2,N2,WMINUS,461.2B24,ORG2,29,6/7/2018,11/21/2018,1.91,1.751666667,80.80833333,114.25,213,90,4.59942288,19.3,54.4,89.00735294
REPLICATED TRIAL,2018,Macomb,13,5,32201,3,N2,WPLUS,PHHB9*PHM49,UIUC1,8,6/7/2018,11/20/2018,1.926666667,1.721666667,50.2625,70.41666667,208,102,4.03243288,23.6,53.9,74.56236072
REPLICATED TRIAL,2018,Macomb,13,9,32210,3,N2,WPLUS,17.461,ORG1,31,6/7/2018,11/20/2018,1.896666667,1.716666667,88.05916667,101.5,212,95,7.3255108,18.3,53.3,146.4807887
REPLICATED TRIAL,2018,Macomb,13,13,32209,3,N2,WPLUS,461.2B24,ORG2,20,6/7/2018,11/20/2018,1.87,1.738333333,87.24833333,114,206,80,6.41379088,19.7,50.4,133.3053912
REPLICATED TRIAL,2018,Macomb,13,17,32202,3,N2,WPLUS,PHHB9*PHR63,UIUC2,20,6/7/2018,11/20/2018,1.903333333,1.749166667,71.54916667,117.75,214,92,6.15524344,23.5,50.3,122.1199431
REPLICATED TRIAL,2018,Macomb,13,21,32205,3,N2,WPLUS,PHHB9*Q381,UIUC5,28,6/7/2018,11/20/2018,1.88,1.715833333,94.2825,97.16666667,190,65,7.09417888,18.8,56.7,132.5326905
REPLICATED TRIAL,2018,Macomb,13,25,32207,3,N2,WPLUS,PHW52*LH185,UIUC7,31,6/7/2018,11/20/2018,1.883333333,1.694166667,82.40833333,91.91666667,213,83,7.83806976,20.2,51.6,158.1285262
REPLICATED TRIAL,2018,Macomb,13,29,32208,3,N2,WPLUS,PHW52*Q381,UIUC8,20,6/7/2018,11/21/2018,1.9,1.7075,80.1175,94.16666667,202,63,4.45427344,17.3,54.7,87.85024285
REPLICATED TRIAL,2018,Macomb,13,33,32206,3,N2,WPLUS,PHP38*Q381,UIUC6,24,6/7/2018,11/21/2018,1.896666667,1.708333333,86.04,116.1666667,201,84,5.0802304,17.4,55.7,98.27796841
REPLICATED TRIAL,2018,Macomb,13,37,32203,3,N2,WPLUS,PHHB9*PHW30,UIUC3,25,6/7/2018,11/21/2018,1.863333333,1.709166667,89.11083333,116.5833333,239,99,7.81539016,19.5,58.2,141.0169991
