EXP,Year,Loc,Range,Row,Plot,REP,Nitro,Weed,HYB,Code,TRT,STC,PDT,HDT,MFL,FFL,DTA,DTS,FDT,FDS,RTA,RLA,SDI,PHT,EHT,SDL,SDS,GWT,MST,TWT,YIELD,PROT,OIL,STR
REPLICATED TRIAL,2018,Pana,5,33,12201,1,N3,WPLUS,PHHB9*PHM49,UIUC1,PanaN3WPLUSUIUC1,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.876666667,1.719166667,101.1883333,1.6475,115.5,253,140,24.274,22.824,10.08788608,20.4,61,171.7241246,8.3,3.3,72.3
REPLICATED TRIAL,2018,Pana,6,33,11201,1,N3,WMINUS,PHHB9*PHM49,UIUC1,PanaN3WMINUSUIUC1,29,5/25/2018,10/15/2018,NA,NA,NA,NA,1.92,1.745,87.9575,1.886666667,98.75,252,110,24.744,23.154,9.19884576,17.4,59.2,167.4324324,8.9,3.5,71.7
REPLICATED TRIAL,2018,Pana,7,21,22101,2,N2,WPLUS,PHHB9*PHM49,UIUC1,PanaN2WPLUSUIUC1,23,5/25/2018,10/15/2018,NA,NA,NA,NA,1.88,1.734166667,77.01583333,1.938333333,121.3333333,250,110,25.602,23.632,10.5686936,17.9,61.7,183.4540101,8.2,3.5,72.1
REPLICATED TRIAL,2018,Pana,8,21,21101,2,N2,WMINUS,PHHB9*PHM49,UIUC1,PanaN2WMINUSUIUC1,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.88,1.720833333,77.89,1.614166667,119.8333333,250,110,25.116,22.958,10.04252688,16.7,61.5,177.443787,8.8,3.6,71.5
REPLICATED TRIAL,2018,Pana,9,9,22201,2,N3,WPLUS,PHHB9*PHM49,UIUC1,PanaN3WPLUSUIUC1,29,5/25/2018,10/15/2018,NA,NA,NA,NA,1.87,1.730833333,103.1416667,1.081666667,117.5,248,100,23.44,21.902,10.46436744,18.1,62,180.3238213,8.4,3.5,72
REPLICATED TRIAL,2018,Pana,10,9,21201,2,N3,WMINUS,PHHB9*PHM49,UIUC1,PanaN3WMINUSUIUC1,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.91,1.738333333,68.9125,-0.564166667,112.3333333,255,115,23.256,22.046,9.38481848,17,60.6,167.6792235,8.5,3.7,71.8
REPLICATED TRIAL,2018,Pana,11,25,22301,2,N1,WPLUS,PHHB9*PHM49,UIUC1,PanaN1WPLUSUIUC1,24,5/25/2018,10/15/2018,NA,NA,NA,NA,1.893333333,1.764166667,81.22416667,0.308333333,110.5833333,215,100,20.784,19.678,7.05789152,18.3,58.5,128.5846356,7.1,3.4,73
REPLICATED TRIAL,2018,Pana,12,25,21301,2,N1,WMINUS,PHHB9*PHM49,UIUC1,PanaN1WMINUSUIUC1,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.903333333,1.765833333,84.61666667,-2.524166667,101.4166667,220,88,22.07,20.214,NA,NA,NA,NA,NA,NA,NA
REPLICATED TRIAL,2018,Pana,13,21,31301,3,N1,WMINUS,PHHB9*PHM49,UIUC1,PanaN1WMINUSUIUC1,23,5/25/2018,10/15/2018,NA,NA,NA,NA,1.906666667,1.745833333,79.74083333,0.256666667,113.6666667,234,115,22.464,20.692,8.06940168,18.6,59.3,144.4970414,7.8,3.3,72.7
REPLICATED TRIAL,2018,Pana,14,21,32301,3,N1,WPLUS,PHHB9*PHM49,UIUC1,PanaN1WPLUSUIUC1,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.91,1.746666667,91.59083333,-0.0775,109.4166667,230,95,20.892,19.478,8.13744048,18,60.8,143.1680162,8,3.5,72.1
REPLICATED TRIAL,2018,Pana,15,29,32201,3,N3,WPLUS,PHHB9*PHM49,UIUC1,PanaN3WPLUSUIUC1,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.89,1.74125,81.7675,1.3325,114.75,245,105,22.928,21.1,9.37574664,18.8,59.9,165.7994093,8.5,3.4,71.7
REPLICATED TRIAL,2018,Pana,16,29,31201,3,N3,WMINUS,PHHB9*PHM49,UIUC1,PanaN3WMINUSUIUC1,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.89,1.749166667,80.22083333,2.220833333,118,247,110,25.586,22.694,10.43715192,16.2,61.7,184.9220795,8.9,3.4,71.8
REPLICATED TRIAL,2018,Pana,17,13,31101,3,N2,WMINUS,PHHB9*PHM49,UIUC1,PanaN2WMINUSUIUC1,28,5/25/2018,10/15/2018,NA,NA,NA,NA,1.903333333,1.740833333,80.16416667,-0.083333333,146.6666667,255,140,23.958,22.206,8.8223644,17.2,60.2,158.2948358,8.3,3.6,71.9
REPLICATED TRIAL,2018,Pana,18,13,32101,3,N2,WPLUS,PHHB9*PHM49,UIUC1,PanaN2WPLUSUIUC1,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.91,1.735833333,77.5925,-0.145,112.9166667,232,125,23.25,21.296,8.64999944,16.9,58.7,159.7448666,8,3.5,72.1
REPLICATED TRIAL,2018,Pana,19,25,42101,4,N2,WPLUS,PHHB9*PHM49,UIUC1,PanaN2WPLUSUIUC1,24,5/25/2018,10/15/2018,NA,NA,NA,NA,1.866666667,1.731666667,108.0358333,1.965833333,111.8333333,240,105,24.18,22.256,8.83597216,16.3,60.5,159.4675534,8,3.6,72.1
REPLICATED TRIAL,2018,Pana,20,25,41101,4,N2,WMINUS,PHHB9*PHM49,UIUC1,PanaN2WMINUSUIUC1,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.9,1.763333333,81.6825,0.931666667,107.3333333,247,111,23.308,21.312,8.84050808,15.3,61.5,158.8303266,8.4,3.5,71.8
REPLICATED TRIAL,2018,Pana,21,13,41201,4,N3,WMINUS,PHHB9*PHM49,UIUC1,PanaN3WMINUSUIUC1,28,5/25/2018,10/15/2018,NA,NA,NA,NA,1.9,1.725,107.335,5.1075,155.25,280,145,24.438,22.568,9.92459296,19.9,59,175.7685287,8.4,3.5,72
REPLICATED TRIAL,2018,Pana,22,13,42201,4,N3,WPLUS,PHHB9*PHM49,UIUC1,PanaN3WPLUSUIUC1,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.863333333,1.741666667,100.7675,1.2225,139.9166667,255,128,25.606,23.398,9.52996792,18,58.1,175.4595729,8.7,3.5,71.7
REPLICATED TRIAL,2018,Pana,23,37,41301,4,N1,WMINUS,PHHB9*PHM49,UIUC1,PanaN1WMINUSUIUC1,28,5/25/2018,10/15/2018,NA,NA,NA,NA,1.883333333,1.74,89.54416667,3.336666667,132.5833333,246,134,25.412,23.044,9.84748232,19.1,57.6,180.426015,8.5,3.6,71.5
REPLICATED TRIAL,2018,Pana,24,37,42301,4,N1,WPLUS,PHHB9*PHM49,UIUC1,PanaN1WPLUSUIUC1,23,5/25/2018,10/15/2018,NA,NA,NA,NA,1.883333333,1.763333333,68.9975,0.935,122.3333333,235,104,22.234,20.702,9.60254264,17.5,61.3,168.5883761,7.1,3.3,73
REPLICATED TRIAL,2018,Macomb,1,37,11201,1,N2,WMINUS,PHHB9*PHM49,UIUC1,MacombN2WMINUSUIUC1,22,6/7/2018,11/21/2018,NA,NA,NA,NA,1.903333333,1.741666667,85.375,-1.6975,111.25,215,84,22.032,19.996,6.38203944,21,57.2,114.9842761,7.4,3.6,72.7
REPLICATED TRIAL,2018,Macomb,2,37,12201,1,N2,WPLUS,PHHB9*PHM49,UIUC1,MacombN2WPLUSUIUC1,29,6/7/2018,11/21/2018,NA,NA,NA,NA,1.91,1.723333333,78.04666667,0.288333333,107.5833333,219,85,22.144,20.416,6.010094,21.1,57.3,107.9571858,7.9,3.7,72.5
REPLICATED TRIAL,2018,Macomb,3,33,12101,1,N1,WPLUS,PHHB9*PHM49,UIUC1,MacombN1WPLUSUIUC1,25,6/7/2018,11/21/2018,NA,NA,NA,NA,1.893333333,1.756666667,87.43583333,-1.473333333,107.4166667,200,82,20.77,19.65,5.50207096,20.9,55.2,102.8517065,6.9,3.3,73.4
REPLICATED TRIAL,2018,Macomb,4,33,11101,1,N1,WMINUS,PHHB9*PHM49,UIUC1,MacombN1WMINUSUIUC1,27,6/7/2018,11/21/2018,NA,NA,NA,NA,1.91,1.706666667,68.7325,-1.3525,96.33333333,205,70,20.186,18.842,6.14163568,22.3,54.6,114.0145653,7.1,3.6,73
REPLICATED TRIAL,2018,Macomb,5,21,11301,1,N3,WMINUS,PHHB9*PHM49,UIUC1,MacombN3WMINUSUIUC1,30,6/7/2018,11/20/2018,NA,NA,NA,NA,1.876666667,1.73,85.97166667,0.164166667,111.4166667,215,79,22.754,20.99,8.88586728,21.2,57.8,158.0323908,8.6,3.7,71.9
REPLICATED TRIAL,2018,Macomb,6,21,12301,1,N3,WPLUS,PHHB9*PHM49,UIUC1,MacombN3WPLUSUIUC1,26,6/7/2018,11/20/2018,NA,NA,NA,NA,1.873333333,1.674166667,89.19583333,1.119166667,112.1666667,225,85,23.032,21.47,9.412034,21.3,57.5,168.04991,8.4,3.5,72.2
REPLICATED TRIAL,2018,Macomb,7,13,21101,2,N1,WMINUS,PHHB9*PHM49,UIUC1,MacombN1WMINUSUIUC1,29,6/7/2018,11/20/2018,NA,NA,NA,NA,1.915,1.71625,73.4575,-1.1925,113,215,87,22.56,21.174,7.36633408,21.7,53.9,139.5957888,7.7,3.7,72.6
REPLICATED TRIAL,2018,Macomb,8,13,22101,2,N1,WPLUS,PHHB9*PHM49,UIUC1,MacombN1WPLUSUIUC1,28,6/7/2018,11/20/2018,NA,NA,NA,NA,1.883333333,1.711666667,81.66916667,-2.900833333,117.5833333,225,86,22.008,20.62,7.76549504,21.7,51.5,154.0180387,7.4,3.4,73.1
REPLICATED TRIAL,2018,Macomb,9,5,22301,2,N3,WPLUS,PHHB9*PHM49,UIUC1,MacombN3WPLUSUIUC1,8,6/7/2018,11/20/2018,NA,NA,NA,NA,1.903333333,1.724166667,69.1425,-1.235833333,79.91666667,225,88,18.714,17.154,6.05998912,23.2,54.3,111.8101278,10.3,3.8,70.4
REPLICATED TRIAL,2018,Macomb,10,5,21301,2,N3,WMINUS,PHHB9*PHM49,UIUC1,MacombN3WMINUSUIUC1,7,6/7/2018,11/20/2018,NA,NA,NA,NA,1.91,1.705,58.36333333,-2.053333333,87.16666667,227,111,19.126,17.738,6.21874632,22.8,55.2,113.4563931,9.7,3.4,71.1
REPLICATED TRIAL,2018,Macomb,11,25,22201,2,N2,WPLUS,PHHB9*PHM49,UIUC1,MacombN2WPLUSUIUC1,29,6/7/2018,11/20/2018,NA,NA,NA,NA,1.896666667,1.719166667,62.57083333,-3.405,101,225,87,23.082,21.05,7.5523068,21.7,55.2,139.7494855,7.6,3.5,72.7
REPLICATED TRIAL,2018,Macomb,12,25,21201,2,N2,WMINUS,PHHB9*PHM49,UIUC1,MacombN2WMINUSUIUC1,29,6/7/2018,11/20/2018,NA,NA,NA,NA,1.893333333,1.735,90.94666667,0.053333333,112.4166667,228,89,22.466,20.638,7.8471416,21.4,53.1,151.5260923,8.2,3.4,72.4
REPLICATED TRIAL,2018,Macomb,13,5,32201,3,N2,WPLUS,PHHB9*PHM49,UIUC1,MacombN2WPLUSUIUC1,8,6/7/2018,11/20/2018,NA,NA,NA,NA,1.926666667,1.721666667,50.2625,-1.095833333,70.41666667,208,102,18.626,17.318,4.03243288,23.6,53.9,74.56236072,9.9,3.6,70.7
REPLICATED TRIAL,2018,Macomb,14,5,31201,3,N2,WMINUS,PHHB9*PHM49,UIUC1,MacombN2WMINUSUIUC1,23,6/7/2018,11/20/2018,NA,NA,NA,NA,1.9,1.703333333,52.16083333,-2.369166667,75,216,95,18.836,17.294,6.40925496,23.1,53.8,119.5086998,9,3.5,71.6
REPLICATED TRIAL,2018,Macomb,15,5,31101,3,N1,WMINUS,PHHB9*PHM49,UIUC1,MacombN1WMINUSUIUC1,16,6/7/2018,11/20/2018,NA,NA,NA,NA,1.916666667,1.696666667,66.53166667,-1.625833333,77.16666667,200,98,42.37,13.676,4.45427344,21.3,54.2,84.37236621,8.8,3.6,71.8
REPLICATED TRIAL,2018,Macomb,16,5,32101,3,N1,WPLUS,PHHB9*PHM49,UIUC1,MacombN1WPLUSUIUC1,18,6/7/2018,11/20/2018,NA,NA,NA,NA,1.926666667,1.6925,51.64666667,-2.0375,62.25,205,82,16.04,14.78,4.89425768,21.7,53.5,93.44212797,8.3,3.5,72.3
REPLICATED TRIAL,2018,Macomb,17,25,31301,3,N3,WMINUS,PHHB9*PHM49,UIUC1,MacombN3WMINUSUIUC1,29,6/7/2018,11/20/2018,NA,NA,NA,NA,1.916666667,1.739166667,80.82583333,0.233333333,126.3333333,215,88,24.064,22.45,7.82899792,22.4,57.2,138.5542268,8.5,3.6,72.2
REPLICATED TRIAL,2018,Macomb,18,25,32301,3,N3,WPLUS,PHHB9*PHM49,UIUC1,MacombN3WPLUSUIUC1,28,6/7/2018,11/20/2018,NA,NA,NA,NA,1.906666667,1.755833333,83.99333333,0.345,122.5833333,221,79,22.388,20.326,7.69292032,21.7,56.5,139.0760852,8.9,3.6,71.8
REPLICATED TRIAL,2018,Macomb,19,29,42201,4,N2,WPLUS,PHHB9*PHM49,UIUC1,MacombN2WPLUSUIUC1,14,6/7/2018,11/21/2018,NA,NA,NA,NA,1.896666667,1.7,79.52333333,-0.379166667,106.25,206,85,20.756,18.706,6.89006248,19.7,64.3,112.2472324,8.3,3.6,72
REPLICATED TRIAL,2018,Macomb,20,29,41201,4,N2,WMINUS,PHHB9*PHM49,UIUC1,MacombN2WMINUSUIUC1,26,6/7/2018,11/21/2018,NA,NA,NA,NA,1.89,1.743333333,78.51416667,1.121666667,124.6666667,217,81,21.446,19.662,7.69745624,20.4,54.7,146.1237736,8.4,3.4,72.2
REPLICATED TRIAL,2018,Macomb,21,33,41301,4,N3,WMINUS,PHHB9*PHM49,UIUC1,MacombN3WMINUSUIUC1,29,6/7/2018,11/21/2018,NA,NA,NA,NA,1.926666667,1.73,75.17416667,-0.731666667,102.4166667,215,91,21.442,19.818,8.50938592,21.2,56,156.2011834,8.1,3.8,72
REPLICATED TRIAL,2018,Macomb,22,33,42301,4,N3,WPLUS,PHHB9*PHM49,UIUC1,MacombN3WPLUSUIUC1,22,6/7/2018,11/21/2018,NA,NA,NA,NA,1.883333333,1.720833333,98.21,0.338333333,105.1666667,222,77,22.52,20.462,7.35272632,21.2,56.9,132.8343091,8.5,3.7,71.9
REPLICATED TRIAL,2018,Macomb,23,21,41101,4,N1,WMINUS,PHHB9*PHM49,UIUC1,MacombN1WMINUSUIUC1,28,6/7/2018,11/20/2018,NA,NA,NA,NA,1.91,1.750833333,88.40166667,-0.753333333,103.25,215,95,22.332,20.632,7.67477664,21.7,56.1,139.7373667,7.9,3.6,72.7
REPLICATED TRIAL,2018,Macomb,24,21,42101,4,N1,WPLUS,PHHB9*PHM49,UIUC1,MacombN1WPLUSUIUC1,25,6/7/2018,11/20/2018,NA,NA,NA,NA,1.896666667,1.715833333,79.02166667,0.658333333,116,210,81,24.036,21.582,7.14860992,22,57.4,126.7220584,8.1,3.4,72.6
REPLICATED TRIAL,2019,UIUC2019,1,41,1041,1,N2,WMINUS,PHHB9*PHM49,UIUC1,UIUC2019N2WMINUSUIUC1,61,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.86,1.93,105.98,NA,121.67,242,115,24.98,22.66,9.46192912,29.2,59.6,156.0529416,8,3.6,72.8
REPLICATED TRIAL,2019,UIUC2019,4,25,4025,1,N1,WMINUS,PHHB9*PHM49,UIUC1,UIUC2019N1WMINUSUIUC1,62,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.85,1.91,85.65,NA,110.83,245,121,24.9,23.54,8.85411584,37,56.5,129.9405679,7,3.3,73.8
REPLICATED TRIAL,2019,UIUC2019,5,5,5005,1,N3,WMINUS,PHHB9*PHM49,UIUC1,UIUC2019N3WMINUSUIUC1,62,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.86,1.93,96.77,NA,115.5,235,112,26.2,24.4,9.84748232,37.8,60,142.6837799,7.8,4.4,71.3
REPLICATED TRIAL,2019,UIUC2019,7,13,7013,2,N2,WMINUS,PHHB9*PHM49,UIUC1,UIUC2019N2WMINUSUIUC1,60,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.86,1.93,92.92,NA,100.92,231,118,25.26,23.44,9.89284152,36.4,54.2,146.5673308,7.4,3.4,73.5
REPLICATED TRIAL,2019,UIUC2019,9,17,9017,2,N3,WMINUS,PHHB9*PHM49,UIUC1,UIUC2019N3WMINUSUIUC1,69,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.91,1.94,89.37,NA,92.17,240,116,22.78,21.4,9.72047656,38.4,51.1,139.4849274,6.9,3.3,73.8
REPLICATED TRIAL,2019,UIUC2019,12,41,12041,2,N1,WMINUS,PHHB9*PHM49,UIUC1,UIUC2019N1WMINUSUIUC1,67,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.87,1.93,104.85,NA,104,262,119,23.34,21.62,10.27839472,30.1,58.2,167.3637811,9.1,3.1,72.2
REPLICATED TRIAL,2019,UIUC2019,13,37,13037,3,N3,WMINUS,PHHB9*PHM49,UIUC1,UIUC2019N3WMINUSUIUC1,68,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.87,1.92,83.35,NA,107.5,261,128,25.5,23.8,11.679994,35.9,58.7,174.4052928,8.6,3.5,72.4
REPLICATED TRIAL,2019,UIUC2019,15,21,15021,3,N1,WMINUS,PHHB9*PHM49,UIUC1,UIUC2019N1WMINUSUIUC1,64,10-Jun,10/19/2019,10-Aug,11-Aug,61,62,1.92,1.96,99.64,NA,93.17,236,112,23.24,21.61,7.1213944,35.6,55.5,106.8341053,8.6,3,73.1
REPLICATED TRIAL,2019,UIUC2019,18,41,18041,3,N2,WMINUS,PHHB9*PHM49,UIUC1,UIUC2019N2WMINUSUIUC1,63,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.89,1.94,88.16,NA,100.25,252,120,23.46,21.85,10.17406856,37.4,58.5,148.3638192,8.1,2.9,73.8
REPLICATED TRIAL,2019,UIUC2019,19,41,19041,4,N3,WMINUS,PHHB9*PHM49,UIUC1,UIUC2019N3WMINUSUIUC1,68,10-Jun,10/19/2019,10-Aug,11-Aug,61,62,1.88,1.93,85.48,NA,110.25,234,111,23.96,21.84,11.82060752,37.1,56.6,173.2006248,8.1,3.5,72.7
REPLICATED TRIAL,2019,UIUC2019,22,5,22005,4,N1,WMINUS,PHHB9*PHM49,UIUC1,UIUC2019N1WMINUSUIUC1,56,10-Jun,10/19/2019,10-Aug,11-Aug,61,62,1.9,1.94,80.48,NA,109.08,216,116,22.41,20.33,6.72676936,37.8,53.8,97.46662622,6.7,2.7,74.7
REPLICATED TRIAL,2019,UIUC2019,24,13,24013,4,N2,WMINUS,PHHB9*PHM49,UIUC1,UIUC2019N2WMINUSUIUC1,63,10-Jun,10/19/2019,9-Aug,10-Aug,60,61,1.9,1.94,85.47,NA,100,230,117,21.26,20.19,6.06906096,29.5,62.5,99.67118647,7.6,2.9,73.9
REPLICATED TRIAL,2019,UIUC2019,2,41,2041,1,N2,WPLUS,PHHB9*PHM49,UIUC1,UIUC2019N2WPLUSUIUC1,63,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.88,1.94,81.96,NA,108.17,269,132,24,21.92,9.75676392,31.3,61.6,156.1426497,8.9,3.4,72.2
REPLICATED TRIAL,2019,UIUC2019,3,25,3025,1,N1,WPLUS,PHHB9*PHM49,UIUC1,UIUC2019N1WPLUSUIUC1,63,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.88,1.93,90.01,NA,105.42,249,120,22.78,21.46,7.83353384,35.5,57.3,117.6999965,7.4,3.2,73.5
REPLICATED TRIAL,2019,UIUC2019,6,5,6005,1,N3,WPLUS,PHHB9*PHM49,UIUC1,UIUC2019N3WPLUSUIUC1,64,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.88,1.93,97.95,NA,108.5,250,135,24.78,23.12,9.86109008,37.6,57.1,143.3403719,7.1,4.7,71.7
REPLICATED TRIAL,2019,UIUC2019,8,13,8013,2,N2,WPLUS,PHHB9*PHM49,UIUC1,UIUC2019N2WPLUSUIUC1,55,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.93,1.96,98.95,NA,90.59,234,109,23.18,21.88,7.47519616,36.8,55.8,110.0521885,8.8,3.5,72.2
REPLICATED TRIAL,2019,UIUC2019,10,17,10017,2,N3,WPLUS,PHHB9*PHM49,UIUC1,UIUC2019N3WPLUSUIUC1,69,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.9,1.95,105,NA,96,241,119,22.92,21.36,9.7068688,35,52.4,146.9777273,7.2,3.3,73.7
REPLICATED TRIAL,2019,UIUC2019,11,41,11041,2,N1,WPLUS,PHHB9*PHM49,UIUC1,UIUC2019N1WPLUSUIUC1,62,10-Jun,10/19/2019,8-Aug,10-Aug,59,61,1.88,1.93,89.04,NA,100.67,241,112,22.3,20.64,8.49124224,31.3,59.7,135.8898374,8.5,3.1,73
REPLICATED TRIAL,2019,UIUC2019,14,37,14037,3,N3,WPLUS,PHHB9*PHM49,UIUC1,UIUC2019N3WPLUSUIUC1,66,10-Jun,10/19/2019,8-Aug,10-Aug,59,61,1.85,1.92,92.27,NA,101.83,269,120,23.86,22.5,11.31258448,34.5,58.4,172.6084874,9.2,3.4,72.1
REPLICATED TRIAL,2019,UIUC2019,16,21,16021,3,N1,WPLUS,PHHB9*PHM49,UIUC1,UIUC2019N1WPLUSUIUC1,65,10-Jun,10/19/2019,10-Aug,11-Aug,61,62,1.95,1.97,88.22,NA,80.09,225,112,18.89,17.63,5.61546896,36.1,50.5,83.58837848,9.4,3,72.4
REPLICATED TRIAL,2019,UIUC2019,17,41,17041,3,N2,WPLUS,PHHB9*PHM49,UIUC1,UIUC2019N2WPLUSUIUC1,65,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.89,1.92,98.8,NA,102.84,245,121,19.14,18.12,9.75676392,36.4,56.1,144.551274,8.3,3.1,73.3
REPLICATED TRIAL,2019,UIUC2019,20,41,20041,4,N3,WPLUS,PHHB9*PHM49,UIUC1,UIUC2019N3WPLUSUIUC1,65,10-Jun,10/19/2019,10-Aug,11-Aug,61,62,1.86,1.92,76.03,NA,104.42,239,114,24.35,23.01,11.3398,37.7,49.5,164.570676,8.5,3.4,72.5
REPLICATED TRIAL,2019,UIUC2019,21,5,21005,4,N1,WPLUS,PHHB9*PHM49,UIUC1,UIUC2019N1WPLUSUIUC1,54,10-Jun,10/19/2019,10-Aug,11-Aug,61,62,1.93,1.94,69.62,NA,90.25,218,106,21.56,19.95,6.4183268,34.9,57.6,97.33338473,6.9,3,74.3
REPLICATED TRIAL,2019,UIUC2019,23,13,23013,4,N2,WPLUS,PHHB9*PHM49,UIUC1,UIUC2019N2WPLUSUIUC1,65,10-Jun,10/19/2019,9-Aug,11-Aug,60,62,1.93,1.96,84.52,NA,80.5,213,105,20.11,18.92,5.56557384,32.9,56.9,86.99443674,8,3,73.4
REPLICATED TRIAL,2018,Pana,1,41,12102,1,N2,WPLUS,PHHB9*PHR63,UIUC2,PanaN2WPLUSUIUC2,1,5/25/2018,10/15/2018,NA,NA,NA,NA,1.805,1.755,108.8375,4.59625,137.375,178,55,32.99,29.73,NA,NA,NA,NA,NA,NA,NA
REPLICATED TRIAL,2018,Pana,2,41,11102,1,N2,WMINUS,PHHB9*PHR63,UIUC2,PanaN2WMINUSUIUC2,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.816666667,1.748333333,78.9,3.4425,130.5,212,87,26.116,24.052,4.31365992,15.4,57.8,82.36379272,9.5,3.6,70.9
REPLICATED TRIAL,2018,Pana,3,21,11302,1,N1,WPLUS,PHHB9*PHR63,UIUC2,PanaN1WPLUSUIUC2,14,5/25/2018,10/15/2018,NA,NA,NA,NA,1.816666667,1.735833333,113.0608333,3.858333333,135.75,230,115,28.022,25.228,4.11861536,15.5,58,78.27586207,8.7,3.3,71.8
REPLICATED TRIAL,2018,Pana,4,21,12302,1,N1,WMINUS,PHHB9*PHR63,UIUC2,PanaN1WMINUSUIUC2,30,5/25/2018,10/15/2018,NA,NA,NA,NA,1.903333333,1.7525,72.80833333,0.334166667,127.5833333,240,100,24.264,21.558,NA,NA,NA,NA,8.3,3.6,71.9
REPLICATED TRIAL,2018,Pana,5,37,12202,1,N3,WPLUS,PHHB9*PHR63,UIUC2,PanaN3WPLUSUIUC2,30,5/25/2018,10/15/2018,NA,NA,NA,NA,1.806666667,1.736666667,98.62,3.904166667,118.5833333,250,100,24.574,22.32,9.59800672,16.2,58.8,178.4414121,8.6,3.8,71.5
REPLICATED TRIAL,2018,Pana,6,37,11202,1,N3,WMINUS,PHHB9*PHR63,UIUC2,PanaN3WMINUSUIUC2,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.825,1.6425,91.30375,3.40125,141,235,105,24.834,22.81,10.23303552,17.7,60.5,181.5920583,8.5,3.5,71.9
REPLICATED TRIAL,2018,Pana,7,5,22102,2,N2,WPLUS,PHHB9*PHR63,UIUC2,PanaN2WPLUSUIUC2,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.893333333,1.736666667,94.12583333,1.35,111.1666667,220,90,24.392,22.418,9.71594064,17.1,62.1,169.198182,8.1,3.5,72.2
REPLICATED TRIAL,2018,Pana,8,5,21102,2,N2,WMINUS,PHHB9*PHR63,UIUC2,PanaN2WMINUSUIUC2,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.933333333,1.745,62.025,-1.365833333,145.5,240,110,22.192,20.624,9.28049232,16.5,61.1,165.4490166,8.5,3.5,71.9
REPLICATED TRIAL,2018,Pana,9,25,22202,2,N3,WPLUS,PHHB9*PHR63,UIUC2,PanaN3WPLUSUIUC2,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.903333333,1.766666667,69.095,-0.048333333,117.4166667,247,128,24.532,22.576,8.45495488,16,59.7,155.1901519,8.2,3.4,72
REPLICATED TRIAL,2018,Pana,10,25,21202,2,N3,WMINUS,PHHB9*PHR63,UIUC2,PanaN3WMINUSUIUC2,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.903333333,1.77,64.70583333,0.5575,104.75,250,130,24.278,21.902,9.48914464,15.8,59.3,175.76499,7.8,3.5,72.3
REPLICATED TRIAL,2018,Pana,11,21,22302,2,N1,WPLUS,PHHB9*PHR63,UIUC2,PanaN1WPLUSUIUC2,23,5/25/2018,10/15/2018,NA,NA,NA,NA,1.903333333,1.743333333,67.75333333,-0.241666667,92.66666667,234,108,20.742,18.52,8.04672208,16.9,59.4,146.8525492,7.4,3.5,72.7
REPLICATED TRIAL,2018,Pana,12,21,21302,2,N1,WMINUS,PHHB9*PHR63,UIUC2,PanaN1WMINUSUIUC2,29,5/25/2018,10/15/2018,NA,NA,NA,NA,1.93,1.78125,62.7525,-0.9175,99.25,223,95,21.536,19.32,7.33004672,17,60.7,130.7507092,7.2,3.4,72.9
REPLICATED TRIAL,2018,Pana,13,17,31302,3,N1,WMINUS,PHHB9*PHR63,UIUC2,PanaN1WMINUSUIUC2,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.93,1.766666667,92.26583333,-0.818333333,110,237,116,23.88,21.206,8.19187152,16.6,58.9,151.3149356,7.4,3.5,72.6
REPLICATED TRIAL,2018,Pana,14,17,32302,3,N1,WPLUS,PHHB9*PHR63,UIUC2,PanaN1WPLUSUIUC2,23,5/25/2018,10/15/2018,NA,NA,NA,NA,1.923333333,1.7475,57.6675,-1.3075,137.75,222,100,24.432,21.96,9.19884576,18,58.8,167.3469388,7.2,3.5,72.7
