EXP,YEAR,LOC,RANGE,ROW,PLOT,REP,NITRO,WEED,PED,HYB,STC,PDT,HDT,MFL,FFL,DTA,DTS,FDT,FDS,RTA,RLA,SDI,PHT,EHT,SDL,SDS,GWT,MST,TWT,YIELD,PROT,OIL,STA,FIB,ASH,DENS,MCA,PROTA,OLA,STRA,DTA,TWA,FRA,TEC,pH,OM,EstNRel,Su,P,Ca,Mg,K,Na,Bray1P,TOC,TN,Soil CN,Sand,Silt ,Clay,SMC,InorgN,POMN,POMC,POMCN,PMN,POXC,FDA,Plot2,NH4N-V8,NO3N-V8,POMN-V8,POMC-V8,POMCN-V8,PMN-V8,POXC-V8,BD-V8,NH4N-VT,NO3N-VT,POMN-VT,POMC-VT,POMCN-VT,PMN-VT,POXC-VT,BD-VT,NH4N-R2,NO3N-R2,POMN-R2,POMC-R2,POMCN-R2,PMN-R2,POXC-R2,BD-R2
OREI_Replicated_Exp,2019,UIUC2019,13,37,13037,3,N3,WMINUS,PHHB9*PHM49,UIUC1,68,6/10/2019,10/19/2019,8/8/2019,8/9/2019,59,60,1.87,1.92,83.35,NA,107.5,261,128,25.5,23.8,11.679994,35.9,58.7,174.4052928,8.6,3.5,72.4,NA,NA,NA,8.3,8.6,3.5,72.4,1.267,58.7,10.03,23.03,6.1,3.31,83,6,19,2698,580,121,20,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201913037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,13,41,13041,3,N3,WMINUS,17.461,ORG1,64,6/10/2019,10/19/2019,8/5/2019,8/6/2019,56,57,1.87,1.93,86.92,NA,110.25,255,133,23.85,20.98,9.2532768,25,55.4,161.6649337,7.3,3.1,73.7,NA,NA,NA,8.2,7.3,3.1,73.7,1.244,58,10,26.02,6.2,3.36,84,7,22,3095,672,154,18,12,NA,NA,NA,NA,NA,NA,0.230512225,16.13,0.073933466,1.080291956,14.61167748,29.105,440.172,11.54610738,UIUC201913041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,15,5,15005,3,N1,WMINUS,PHW52*LH185,UIUC7,63,6/10/2019,10/19/2019,8/8/2019,8/9/2019,59,60,1.87,1.92,91.02,NA,108.84,267,128,24.08,21.86,7.14860992,28.2,55.3,119.5652717,8.3,3.5,72.7,NA,NA,NA,8.2,8.3,3.5,72.7,1.278,59.9,10.03,23.65,6.2,3.17,82,7,17,2847,602,95,20,8,NA,NA,NA,NA,NA,NA,0.226868394,19.96,0.06841369,1.151945437,16.83793738,12.255,482.76,10.90167348,UIUC201915005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,15,9,15009,3,N1,WMINUS,PHW52*Q381,UIUC8,64,6/10/2019,10/19/2019,8/4/2019,8/5/2019,55,56,1.89,1.94,111.98,NA,115.58,241,114,22.4,21.01,6.75398488,25.2,57.7,117.6848866,7.4,3.2,73.6,NA,NA,NA,8.2,7.4,3.2,73.6,1.255,NA,10.08,23.67,6.0,3.31,83,8,41,2741,568,130,16,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201915009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,15,13,15013,3,N1,WMINUS,17.461,ORG1,61,6/10/2019,10/19/2019,8/5/2019,8/6/2019,56,57,1.93,1.95,93.94,NA,103.17,260,136,24.75,22.19,5.8059776,23.9,53.1,102.9245612,9,3.4,72,NA,NA,NA,8,9,3.4,72,1.261,NA,9.96,22.90,6.3,3.2,82,7,40,2771,608,131,17,31,NA,NA,NA,NA,NA,NA,0.213998914,20.83,0.07239521,0.977685629,13.50483871,11.195,508.968,10.20353675,UIUC201915013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,15,17,15017,3,N1,WMINUS,PHHB9*PHW30,UIUC3,65,6/10/2019,10/19/2019,8/6/2019,8/7/2019,57,58,1.87,1.94,94.74,NA,97.84,286,145,23.04,21.22,8.12383272,24.2,59.1,143.4462466,8.1,3.1,73.3,NA,NA,NA,8.1,8.1,3.1,73.3,1.275,60.6,10.11,21.59,6.1,3.02,80,7,46,2532,535,134,20,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201915017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,15,21,15021,3,N1,WMINUS,PHHB9*PHM49,UIUC1,64,6/10/2019,10/19/2019,8/10/2019,8/11/2019,61,62,1.92,1.96,99.64,NA,93.17,236,112,23.24,21.61,7.1213944,35.6,55.5,106.8341053,8.6,3,73.1,NA,NA,NA,8.2,8.6,3,73.1,1.281,61,10.11,22.30,6.2,2.9,78,7,20,2648,580,121,18,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201915021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,15,25,15025,3,N1,WMINUS,PHHB9*PHZ51,UIUC4,64,6/10/2019,10/19/2019,8/7/2019,8/8/2019,58,59,1.86,1.92,90.51,NA,103.67,193,122,23.62,21.75,8.50485,26.2,54.8,146.211668,8.5,3.3,72.5,NA,NA,NA,7.9,8.5,3.3,72.5,1.162,59.2,9.95,25.12,6.2,3,80,6,17,3058,609,138,18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201915025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,15,29,15029,3,N1,WMINUS,PHP38*Q381,UIUC6,60,6/10/2019,10/19/2019,8/4/2019,8/5/2019,55,56,1.9,1.93,84.85,NA,115.25,246,123,23.68,21.57,7.77003096,24.4,59.7,136.8370038,8.4,4.5,70.7,NA,NA,NA,8,8.4,4.5,70.7,1.15,51.7,9.64,20.94,6.1,3.16,82,7,23,2484,510,109,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201915029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,15,33,15033,3,N1,WMINUS,17.2B24,ORG4,67,6/10/2019,10/19/2019,8/5/2019,8/6/2019,56,57,1.93,1.95,71.45,NA,94.84,230,117,25.02,22.14,9.17163024,31.3,48.4,146.7784462,9,3.8,71.5,NA,NA,NA,8,9,3.8,71.5,1.274,60.7,9.97,24.99,6.1,3.36,84,7,19,3010,584,125,19,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201915033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,15,37,15037,3,N1,WMINUS,59R5,CHECK,64,6/10/2019,10/19/2019,8/4/2019,8/5/2019,55,56,1.9,1.94,96.12,NA,105.92,288,125,23.68,21.46,8.13290456,23.5,58.8,144.9326131,6.6,3.3,73.9,NA,NA,NA,8.3,6.6,3.3,73.9,1.206,NA,10,23.10,6.1,3.54,85,7,27,2785,535,125,17,15,NA,NA,NA,NA,NA,NA,0.215876793,16.86,0.057530815,0.951471173,16.53846154,13.79,466.38,6.76655595,UIUC201915037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,15,41,15041,3,N1,WMINUS,PHHB9*PHR63,UIUC2,59,6/10/2019,10/19/2019,8/7/2019,8/8/2019,58,59,1.88,1.94,99.27,NA,105.59,165,121,24.53,22.41,9.90644928,30.5,60.9,160.3842938,8.1,4.2,71.2,NA,NA,NA,7.9,8.1,4.2,71.2,1.14,NA,9.62,22.34,6.2,3.66,87,7,28,2728,537,120,18,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201915041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,18,5,18005,3,N2,WMINUS,PHHB9*PHZ51,UIUC4,60,6/10/2019,10/19/2019,8/5/2019,8/6/2019,56,57,1.81,1.88,80,NA,108.59,290,131,24.65,23.5,8.87225952,28,55.4,148.8078166,8.3,4.4,70.9,NA,NA,NA,8.1,8.3,4.4,70.9,1.145,NA,9.62,30.16,6.7,3.91,89,10,44,4054,797,143,24,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201918005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,18,9,18009,3,N2,WMINUS,PHHB9*PHW30,UIUC3,64,6/10/2019,10/19/2019,8/7/2019,8/9/2019,58,60,1.84,1.92,97.74,NA,109.17,280,122,23.32,22.42,9.28956416,25.5,60.5,161.2169211,10.1,4.1,70.3,NA,NA,NA,7.9,10.1,4.1,70.3,1.281,60.6,9.88,27.60,6.4,3.62,86,7,37,3476,712,136,17,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201918009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,18,13,18013,3,N2,WMINUS,17.461,ORG1,63,6/10/2019,10/19/2019,8/5/2019,8/6/2019,56,57,1.96,1.98,101.66,NA,80.59,235,136,21.86,20.55,7.6883844,24.8,53.1,134.6827393,8.3,3.4,72.7,NA,NA,NA,8.1,8.3,3.4,72.7,1.276,59.6,10.04,27.84,6.4,3.44,84,7,30,3389,791,121,21,19,NA,NA,NA,NA,NA,NA,0.224918077,18.59,0.231952334,3.285670308,14.16528239,14.645,522.072,27.33473793,UIUC201918013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,18,17,18017,3,N2,WMINUS,59R5,CHECK,61,6/10/2019,10/19/2019,8/3/2019,8/5/2019,54,56,1.89,1.94,103.89,NA,95.92,263,124,23.49,20.78,9.37121072,25.5,60.4,162.6338667,9.1,3.4,72,NA,NA,NA,8,9.1,3.4,72,1.281,NA,9.97,28.21,6.4,3.21,82,7,53,3405,805,165,23,38,NA,NA,NA,NA,NA,NA,0.234407245,22.56,0.156491054,2.459804175,15.71849711,13.04,499.14,9.98872545,UIUC201918017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,18,21,18021,3,N2,WMINUS,17.2B24,ORG4,60,6/10/2019,10/19/2019,8/5/2019,8/6/2019,56,57,1.94,1.96,98.72,NA,80.42,215,107,21.71,19.25,7.9832192,32.7,48.7,125.1561311,7.9,3.5,73.1,NA,NA,NA,8,7.9,3.5,73.1,1.278,59.8,10.1,25.58,6.4,3.26,83,6,18,3091,739,120,17,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201918021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,18,25,18025,3,N2,WMINUS,PHW52*Q381,UIUC8,62,6/10/2019,10/19/2019,8/4/2019,8/5/2019,55,56,1.9,1.94,79.37,NA,95.42,230,100,21.21,19.63,8.65907128,27.9,57.8,145.43388,9.9,4.5,69.3,NA,NA,NA,7.7,9.9,4.5,69.3,1.164,54.4,9.57,25.95,6.3,3.42,84,7,24,3143,697,118,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201918025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,18,29,18029,3,N2,WMINUS,PHHB9*PHR63,UIUC2,65,6/10/2019,10/19/2019,8/8/2019,8/9/2019,59,60,1.9,1.93,83.52,NA,102.92,246,132,24.78,22.28,10.2511792,37.4,58.6,149.4882886,6.5,3.2,74.1,NA,NA,NA,8.3,6.5,3.2,74.1,1.2,NA,9.95,27.50,6.4,3.78,88,8,24,3428,730,128,22,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201918029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,18,33,18033,3,N2,WMINUS,PHP38*Q381,UIUC6,54,6/10/2019,10/19/2019,8/4/2019,8/5/2019,55,56,1.88,1.93,90.2,NA,104.92,232,87,23.38,21.97,7.61580968,25.2,59.1,132.7017627,9.3,3.3,71.8,NA,NA,NA,7.9,9.3,3.3,71.8,1.273,59.3,9.92,31.36,6.4,3.58,86,7,19,3898,847,128,21,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201918033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,18,37,18037,3,N2,WMINUS,PHW52*LH185,UIUC7,59,6/10/2019,10/19/2019,8/7/2019,8/9/2019,58,60,1.87,1.92,104.91,NA,104.34,256,130,23.07,21.33,10.46436744,29.6,58.1,171.610814,8.3,3.6,72.7,NA,NA,NA,8,8.3,3.6,72.7,1.279,60.1,10.05,26.85,6.3,3.85,88,7,29,3323,681,112,20,16,NA,NA,NA,NA,NA,NA,0.239179632,22.59,0.06045283,0.875858987,14.48830409,34.115,666.216,7.572098325,UIUC201918037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,18,41,18041,3,N2,WMINUS,PHHB9*PHM49,UIUC1,63,6/10/2019,10/19/2019,8/8/2019,8/9/2019,59,60,1.89,1.94,88.16,NA,100.25,252,120,23.46,21.85,10.17406856,37.4,58.5,148.3638192,8.1,2.9,73.8,NA,NA,NA,8.4,8.1,2.9,73.8,1.282,60.2,10.16,30.41,6.3,3.89,89,8,36,3737,784,144,19,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201918041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,19,5,19005,4,N3,WMINUS,59R5,CHECK,53,6/10/2019,10/19/2019,8/4/2019,8/5/2019,55,56,1.87,1.93,104.91,NA,109,274,112,24.67,21.98,10.31468208,26.5,61.9,176.6046755,8.2,4.8,70.4,NA,NA,NA,8,8.2,4.8,70.4,1.136,NA,9.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242468242,18.01,0.089515454,1.443581256,16.12661499,17.21,617.076,12.35164975,UIUC201919005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,19,9,19009,4,N3,WMINUS,PHHB9*PHW30,UIUC3,62,6/10/2019,10/19/2019,8/5/2019,8/7/2019,56,58,1.86,1.94,108.6,NA,107.83,285,125,24.12,23.35,10.5913732,25.2,58.3,184.5495032,9.4,3.8,71.4,NA,NA,NA,8,9.4,3.8,71.4,1.286,59.9,9.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201919009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,19,13,19013,4,N3,WMINUS,17.2B24,ORG4,59,6/10/2019,10/19/2019,8/5/2019,8/6/2019,56,57,1.92,1.95,90.51,NA,102.25,221,108,21.22,19.82,8.07847352,29.5,49.9,132.6714373,6.9,3.3,73.8,NA,NA,NA,8.2,6.9,3.3,73.8,1.229,56.5,10.02,29.94,6.4,3.76,88,6,37,3657,849,121,18,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201919013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,19,17,19017,4,N3,WMINUS,PHHB9*PHR63,UIUC2,67,6/10/2019,10/19/2019,8/7/2019,8/9/2019,58,60,1.9,1.94,98.73,NA,99.42,240,119,25.41,22.7,9.752228,37.1,57.6,142.8938386,8.5,3.1,73,NA,NA,NA,8.3,8.5,3.1,73,1.274,60.9,10.1,29.25,6.4,3.41,84,7,23,3521,859,124,17,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201919017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,19,21,19021,4,N3,WMINUS,PHW52*LH185,UIUC7,64,6/10/2019,10/19/2019,8/9/2019,8/10/2019,60,61,1.91,1.94,90.26,NA,79.42,234,99,23.51,21.7,9.86109008,36.3,55.8,146.3266297,9,4.5,70.3,NA,NA,NA,8.1,9,4.5,70.3,1.152,53.6,9.65,28.09,6.3,3.57,86,5,19,3332,798,124,18,13,NA,NA,NA,NA,NA,NA,0.233578408,24.36,0.123492537,1.946940299,15.76565144,27.445,574.488,18.74228593,UIUC201919021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,19,25,19025,4,N3,WMINUS,PHW52*Q381,UIUC8,61,6/10/2019,10/19/2019,8/6/2019,8/7/2019,57,58,1.89,1.92,75.86,NA,102.34,240,114,21.09,19.22,8.72257416,28.3,61,145.6876834,8.1,3.1,73,NA,NA,NA,8,8.1,3.1,73,1.237,NA,9.98,30.75,6.3,3.59,86,8,30,3694,846,134,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201919025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,19,29,19029,4,N3,WMINUS,PHHB9*PHZ51,UIUC4,63,6/10/2019,10/19/2019,8/7/2019,8/9/2019,58,60,1.84,1.9,104.17,NA,95.75,290,127,21.72,20.18,11.26268936,29.6,58.3,184.7029264,8.2,3.6,72.5,NA,NA,NA,8.2,8.2,3.6,72.5,1.258,59.2,10,29.76,6.5,3.63,86,7,24,3699,856,140,19,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201919029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,19,33,19033,4,N3,WMINUS,PHP38*Q381,UIUC6,63,6/10/2019,10/19/2019,8/6/2019,8/8/2019,57,59,1.89,1.92,75.28,NA,99.5,237,109,24.01,22.29,9.39389032,24.5,59.6,165.2157507,8.4,3.7,72.4,NA,NA,NA,8.1,8.4,3.7,72.4,1.278,58.8,10.06,31.93,6.5,4.12,91,7,30,4005,896,153,19,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201919033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,19,37,19037,4,N3,WMINUS,17.461,ORG1,57,6/10/2019,10/19/2019,8/5/2019,8/6/2019,56,57,1.92,1.95,98.42,NA,110.67,238,119,23.1,20.57,8.16012008,24.1,56,144.2770776,9.6,3.2,72.2,NA,NA,NA,8.1,9.6,3.2,72.2,1.303,62,10.08,32.94,6.3,4.39,94,9,42,4010,875,135,27,20,NA,NA,NA,NA,NA,NA,0.255695105,16.58,0.091876124,1.40230969,15.26304802,16.175,590.868,9.2368859,UIUC201919037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,19,41,19041,4,N3,WMINUS,PHHB9*PHM49,UIUC1,68,6/10/2019,10/19/2019,8/10/2019,8/11/2019,61,62,1.88,1.93,85.48,NA,110.25,234,111,23.96,21.84,11.82060752,37.1,56.6,173.2006248,8.1,3.5,72.7,NA,NA,NA,8.4,8.1,3.5,72.7,1.263,59.2,10.01,37.52,6.3,4.28,93,9,44,4536,1018,160,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201919041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,22,5,22005,4,N1,WMINUS,PHHB9*PHM49,UIUC1,56,6/10/2019,10/19/2019,8/10/2019,8/11/2019,61,62,1.9,1.94,80.48,NA,109.08,216,116,22.41,20.33,6.72676936,37.8,53.8,97.46662622,6.7,2.7,74.7,NA,NA,NA,8.5,6.7,2.7,74.7,1.24,57.8,10.1,34.70,6.6,4.7,97,8,47,4448,1003,109,18,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201922005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,22,9,22009,4,N1,WMINUS,PHW52*LH185,UIUC7,51,6/10/2019,10/19/2019,8/8/2019,8/9/2019,59,60,1.95,1.96,97.71,NA,73.34,213,95,19.98,18.58,6.34575208,25.6,54.1,109.9803374,8.7,3.5,72.2,NA,NA,NA,8,8.7,3.5,72.2,1.269,59.4,9.95,32.60,6.3,4.51,95,8,75,3997,845,162,17,59,NA,NA,NA,NA,NA,NA,0.247427178,18.65,0.103984,1.501872,14.44329897,14.29,603.972,11.22389043,UIUC201922009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,22,13,22013,4,N1,WMINUS,PHP38*Q381,UIUC6,61,6/10/2019,10/19/2019,8/5/2019,8/6/2019,56,57,1.94,1.96,82.86,NA,82.25,200,95,20.59,18.86,3.76027768,23.8,55.7,66.74733025,8.2,4.4,708,NA,NA,NA,8.2,8.2,4.4,708,1.14,NA,9.64,37.32,6.3,4.49,95,8,50,4553,991,151,20,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201922013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,22,17,22017,4,N1,WMINUS,59R5,CHECK,60,6/10/2019,10/19/2019,8/6/2019,8/8/2019,57,59,1.95,1.97,93.51,NA,79.84,232,102,21.21,19.36,5.44763992,25.3,57,94.79556226,8,4.8,70.7,NA,NA,NA,8.1,8,4.8,70.7,1.134,52.9,9.64,31.42,6.2,3.72,87,8,33,3690,861,119,20,22,NA,NA,NA,NA,NA,NA,0.249555628,19.39,0.079227092,1.249041833,15.76533742,13.035,554.832,10.36464523,UIUC201922017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,22,21,22021,4,N1,WMINUS,17.461,ORG1,59,6/10/2019,10/19/2019,8/8/2019,8/9/2019,59,60,1.96,1.98,112.44,NA,77.75,213,96,18.2,16.48,3.24771872,24.8,51.7,56.89253175,8.8,3.5,72.3,NA,NA,NA,8.4,8.8,3.5,72.3,1.283,NA,10.07,29.17,6.3,3.63,86,7,35,3478,822,117,18,20,NA,NA,NA,NA,NA,NA,0.256452657,15.03,0.085544732,1.301332008,15.21229868,10.325,391.032,2.89995255,UIUC201922021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,22,25,22025,4,N1,WMINUS,PHHB9*PHW30,UIUC3,61,6/10/2019,10/19/2019,8/10/2019,8/11/2019,61,62,1.92,1.94,89.01,NA,93.5,235,113,20.04,18.05,6.0554532,28.7,60.3,100.5761931,9.1,3.4,72.1,NA,NA,NA,7.8,9.1,3.4,72.1,1.278,59,10.01,27.96,6.5,3.99,90,7,35,3496,798,108,19,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201922025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2019,UIUC2019,22,29,22029,4,N1,WMINUS,PHHB9*PHZ51,UIUC4,61,6/10/2019,10/19/2019,8/10/2019,8/11/2019,61,62,1.89,1.93,78.31,NA,89.42,235,101,21.51,20.03,6.12802792,30.6,55,99.069328,7.9,3.3,72.6,NA,NA,NA,7.9,7.9,3.3,72.6,1.244,58.7,9.85,32.40,6.3,3.64,86,7,26,3945,864,131,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UIUC201922029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
